prevision_j,heure,fioul_tac,nucleaire,ech_comm_angleterre,date,gaz_tac,bioenergies_biogaz,bioenergies_biomasse,destockage_batterie,charbon,prevision_j1,hydraulique_step_turbinage,stockage_batterie,pompage,gaz_ccg,hydraulique_lacs,eolien_terrestre,ech_comm_allemagne_belgique,fioul,solaire,ech_comm_italie,bioenergies,gaz_autres,date_heure,fioul_cogen,gaz_cogen,hydraulique_fil_eau_eclusee,hydraulique,ech_comm_suisse,eolien_offshore,perimetre,ech_comm_espagne,taux_co2,eolien,ech_physiques,bioenergies_dechets,nature,consommation,gaz,fioul_autres
69300,10:30,0,49911,-1564,2025-01-04,0,252,359,3,0,69200,1249,-4,-61,3961,3575,3403,-1266,110,2688,-2334,901,0,2025-01-04T09:30:00+00:00,110,1760,6428,11252,-2357,668,France,2921,40,4071,-5338,290,Données temps réel,69245,5721,0
69550,10:45,0,49938,-1564,2025-01-04,0,252,357,3,0,69300,1299,-2,-60,3820,3376,3402,-1266,110,3000,-2334,903,0,2025-01-04T09:45:00+00:00,110,1758,6421,11096,-2357,646,France,2921,39,4048,-5126,294,Données temps réel,69478,5577,0
69800,11:00,0,49946,-1675,2025-01-04,0,252,357,3,0,69400,1081,-3,-57,3913,3333,3308,-1448,109,3273,-2212,903,0,2025-01-04T10:00:00+00:00,110,1758,6389,10803,-2153,573,France,3052,40,3881,-4870,294,Données temps réel,69649,5670,0
69750,11:15,1,50064,-1675,2025-01-04,0,252,357,7,0,69300,1249,-2,-58,3951,3417,3209,-1448,111,3391,-2212,899,0,2025-01-04T10:15:00+00:00,110,1752,6269,10935,-2153,646,France,3052,40,3855,-4913,290,Données temps réel,69984,5702,0
69700,11:30,0,50000,-1675,2025-01-04,0,252,356,7,0,69200,1091,-2,-56,4011,3322,3199,-1222,110,3375,-2212,900,0,2025-01-04T10:30:00+00:00,110,1752,6222,10635,-2153,539,France,3052,40,3738,-4711,293,Données temps réel,69750,5763,0
70350,11:45,1,50175,-1675,2025-01-04,0,252,361,7,0,69750,1253,-1,-56,4060,3253,3112,-1222,111,3454,-2212,905,0,2025-01-04T10:45:00+00:00,110,1752,6308,10814,-2153,521,France,3052,40,3633,-4905,293,Données temps réel,69942,5811,0
71000,12:00,0,50122,-1050,2025-01-04,0,252,352,7,0,70300,1314,-4,-56,4081,3482,3070,-1048,110,3345,-2562,894,0,2025-01-04T11:00:00+00:00,110,1751,6213,11009,-2075,514,France,3052,40,3584,-4636,290,Données temps réel,70197,5831,0
70700,12:15,1,50132,-1050,2025-01-04,0,252,352,1,0,70050,1377,-1,0,4118,3573,2992,-1048,111,3345,-2562,897,0,2025-01-04T11:15:00+00:00,110,1746,6243,11193,-2075,571,France,3052,41,3564,-4370,293,Données temps réel,70727,5863,0
70400,12:30,0,50185,-1050,2025-01-04,0,252,360,1,0,69800,1362,-1,-2,4094,3504,3027,-609,110,3344,-2562,902,0,2025-01-04T11:30:00+00:00,110,1744,6221,11087,-2075,595,France,3051,40,3623,-4261,291,Données temps réel,70819,5837,0
71100,12:45,0,50177,-1050,2025-01-04,0,252,358,1,0,70450,1836,-1,-1,4150,3658,3147,-610,110,3340,-2562,903,0,2025-01-04T11:45:00+00:00,110,1744,6202,11696,-2075,620,France,3052,40,3766,-4242,293,Données temps réel,71637,5893,0
71800,13:00,0,50187,-2090,2025-01-04,0,252,359,1,0,71100,1574,-2,0,4188,3497,3211,-773,110,3319,-3138,903,0,2025-01-04T12:00:00+00:00,110,1745,6291,11363,-2293,639,France,3051,41,3850,-5021,292,Données temps réel,70635,5932,0
70300,13:15,0,50229,-2090,2025-01-04,0,252,358,1,0,69750,1782,-2,-2,4280,3443,3393,-774,110,3217,-3138,900,0,2025-01-04T12:15:00+00:00,110,1740,6382,11607,-2293,662,France,3052,41,4055,-6025,290,Données temps réel,70101,6018,0
68800,13:30,0,50202,-2090,2025-01-04,0,252,357,1,0,68400,1512,-2,-1,4316,3249,3398,-1140,110,3139,-3138,900,0,2025-01-04T12:30:00+00:00,110,1739,6395,11156,-2293,673,France,3052,41,4071,-6851,291,Données temps réel,68773,6055,0
68300,13:45,0,50180,-2090,2025-01-04,0,252,356,1,0,67800,1615,-1,-2,4329,3308,3636,-1139,110,3043,-3138,900,0,2025-01-04T12:45:00+00:00,110,1739,6335,11259,-2293,605,France,3051,41,4241,-7435,292,Données temps réel,68355,6067,0
67800,14:00,0,50136,-2183,2025-01-04,0,252,356,1,0,67200,1283,-3,0,4358,3180,3735,-3799,109,2851,-3181,898,0,2025-01-04T13:00:00+00:00,110,1739,6310,10773,-2385,532,France,3052,42,4267,-7302,289,Données temps réel,67817,6096,0
67350,14:15,1,50209,-2183,2025-01-04,0,252,357,1,0,66900,1959,-2,0,4427,3535,3703,-3799,111,2798,-3181,897,0,2025-01-04T13:15:00+00:00,110,1739,6478,11971,-2385,513,France,3052,42,4216,-8718,288,Données temps réel,67641,6165,0
66900,14:30,1,50137,-2183,2025-01-04,0,252,357,1,0,66600,1836,-1,-1,4431,3682,3721,-4552,111,2779,-3181,900,0,2025-01-04T13:30:00+00:00,110,1739,6505,12023,-2385,721,France,3051,42,4442,-9697,291,Données temps réel,66856,6169,0
66650,14:45,1,50038,-2183,2025-01-04,0,252,359,1,0,66050,2048,-1,-1,4444,3621,4024,-4552,111,2500,-3181,897,0,2025-01-04T13:45:00+00:00,110,1738,6584,12254,-2385,849,France,3051,41,4873,-10082,286,Données temps réel,66763,6180,0
66400,15:00,0,49713,-2452,2025-01-04,0,252,359,1,0,65500,2211,-10,-5,4365,3555,4209,-5461,110,2292,-4033,905,0,2025-01-04T14:00:00+00:00,110,1736,6650,12416,-2385,943,France,3006,41,5152,-10311,294,Données temps réel,66356,6100,0
66050,15:15,1,49655,-2452,2025-01-04,0,252,357,12,0,65150,3031,-7,0,4560,3918,4551,-5461,111,1954,-4033,905,0,2025-01-04T14:15:00+00:00,110,1734,6690,13638,-2385,996,France,3006,41,5547,-12130,297,Données temps réel,65971,6293,0
65700,15:30,1,49596,-2452,2025-01-04,0,252,356,2,0,64800,2767,-9,0,4553,3872,4676,-5971,111,1746,-4033,903,0,2025-01-04T14:30:00+00:00,110,1736,6786,13425,-2385,1034,France,3005,42,5709,-12033,296,Données temps réel,65736,6288,0
65300,15:45,0,49462,-2452,2025-01-04,0,252,357,1,0,64400,2926,-4,-2,4557,3926,4987,-5971,110,1399,-4033,901,0,2025-01-04T14:45:00+00:00,110,1730,6873,13725,-2385,1065,France,3005,41,6052,-12528,292,Données temps réel,65400,6287,0
64900,16:00,1,49421,-2514,2025-01-04,0,252,360,4,0,64000,2602,-1,0,4497,3878,5360,-6439,111,1149,-4042,904,0,2025-01-04T15:00:00+00:00,110,1732,6840,13319,-1885,1044,France,3006,41,6404,-12527,292,Données temps réel,65009,6228,0
64800,16:15,1,49356,-2514,2025-01-04,0,252,358,3,0,64000,2675,0,0,4459,3707,5750,-6438,111,921,-4042,904,0,2025-01-04T15:15:00+00:00,110,1732,6848,13231,-1885,957,France,3005,41,6707,-12699,294,Données temps réel,64720,6190,0
64700,16:30,1,49398,-2514,2025-01-04,0,252,358,3,0,64000,2690,0,-3,4455,3799,6009,-6907,111,741,-4042,905,0,2025-01-04T15:30:00+00:00,110,1732,6849,13338,-1885,912,France,3005,41,6921,-12953,295,Données temps réel,64644,6186,0
64950,16:45,0,49386,-2514,2025-01-04,0,252,359,3,0,64300,2807,-2,-1,4424,3909,6381,-6907,110,556,-4042,904,0,2025-01-04T15:45:00+00:00,110,1733,6861,13578,-1885,937,France,3005,41,7318,-13093,294,Données temps réel,64912,6155,0
65200,17:00,0,49441,-2314,2025-01-04,0,252,358,4,0,64600,2758,-1,-2,4438,3732,6505,-5548,109,388,-4044,903,0,2025-01-04T16:00:00+00:00,110,1771,6793,13283,-2058,973,France,2777,41,7478,-12497,293,Données temps réel,65311,6208,0
65950,17:15,0,49676,-2314,2025-01-04,0,252,358,2,0,65600,2377,-28,0,4429,3666,6698,-5548,110,339,-4044,905,0,2025-01-04T16:15:00+00:00,110,1772,6812,12855,-2058,1004,France,2777,41,7702,-12197,295,Données temps réel,65562,6200,0
66700,17:30,1,49890,-2314,2025-01-04,0,252,357,2,0,66600,2544,-27,0,4468,3754,6982,-5274,111,318,-4044,906,0,2025-01-04T16:30:00+00:00,110,1773,6831,13130,-2058,974,France,2777,41,7956,-12070,298,Données temps réel,66453,6239,0
67350,17:45,1,50313,-2314,2025-01-04,0,252,358,2,0,67550,2580,-26,-2,4471,3754,7243,-5274,111,310,-4044,908,0,2025-01-04T16:45:00+00:00,110,1771,6880,13214,-2058,989,France,2777,40,8232,-11901,298,Données temps réel,67398,6241,0
68000,18:00,0,50925,-2514,2025-01-04,0,252,357,2,0,68500,2479,-26,-1,4400,3715,7503,-5606,110,303,-3928,901,0,2025-01-04T17:00:00+00:00,110,1771,6862,13057,-1869,976,France,2700,40,8479,-12017,293,Données temps réel,67900,6170,0
68400,18:15,0,51183,-2514,2025-01-04,0,252,356,2,0,69000,2879,-10,-1,4415,3806,7740,-5606,110,312,-3928,900,0,2025-01-04T17:15:00+00:00,110,1735,6860,13546,-1869,968,France,2700,39,8708,-12347,292,Données temps réel,68546,6149,0
68800,18:30,0,51421,-2514,2025-01-04,0,252,357,2,0,69500,2539,-9,-3,4447,3815,7841,-5005,110,0,-3928,901,0,2025-01-04T17:30:00+00:00,110,1734,6760,13113,-1869,1001,France,2700,39,8841,-11928,292,Données temps réel,68624,6180,0
69300,18:45,1,51590,-2514,2025-01-04,0,252,357,2,0,69900,2261,-8,0,4431,3682,8097,-5005,111,0,-3928,904,0,2025-01-04T17:45:00+00:00,110,1734,6731,12675,-1869,1071,France,2700,39,9168,-11490,295,Données temps réel,69111,6163,0
69800,19:00,0,51574,-2514,2025-01-04,0,252,357,2,0,70300,2559,-8,0,4421,3914,8242,-5082,109,0,-3928,900,0,2025-01-04T18:00:00+00:00,110,1734,6759,13232,-1442,1044,France,892,39,9287,-11922,291,Données temps réel,69325,6154,0
69350,19:15,0,51667,-2514,2025-01-04,0,252,356,21,0,69900,2575,-1,-2,4414,3868,8442,-5082,110,0,-3928,894,0,2025-01-04T18:15:00+00:00,110,1731,6697,13140,-1442,1086,France,892,39,9528,-12536,286,Données temps réel,68964,6145,0
68900,19:30,0,51614,-2514,2025-01-04,0,252,358,21,0,69500,2556,0,0,4381,3715,8706,-5193,110,0,-3928,898,0,2025-01-04T18:30:00+00:00,110,1730,6708,12979,-1442,1063,France,892,39,9769,-12756,289,Données temps réel,68743,6110,0
68200,19:45,0,51591,-2514,2025-01-04,0,252,357,21,0,68750,2381,0,-1,4302,3640,8809,-5193,110,0,-3928,895,0,2025-01-04T18:45:00+00:00,110,1730,6674,12694,-1442,1114,France,892,38,9924,-13094,286,Données temps réel,68167,6031,0
67500,20:00,1,51594,-2335,2025-01-04,0,252,360,21,0,68000,2406,0,-1,4215,3747,8917,-4809,111,0,-3928,901,0,2025-01-04T19:00:00+00:00,110,1731,6675,12827,-2385,1099,France,-1047,38,10015,-14090,289,Données temps réel,67320,5945,0
66700,20:15,1,51635,-2335,2025-01-04,0,252,357,2,0,67150,2484,-3,-2,4182,3636,9193,-4809,111,0,-3928,900,0,2025-01-04T19:15:00+00:00,110,1729,6410,12530,-2385,1158,France,-1047,38,10350,-15175,291,Données temps réel,66255,5909,0
65900,20:30,0,51612,-2335,2025-01-04,0,252,357,2,0,66300,1612,-5,0,4128,3418,9210,-4545,109,0,-3928,900,0,2025-01-04T19:30:00+00:00,110,1729,6363,11393,-2385,1291,France,-1047,38,10502,-15105,291,Données temps réel,65261,5857,0
65200,20:45,0,51568,-2335,2025-01-04,0,252,357,2,0,65550,1007,-6,0,4171,3218,9201,-4545,109,0,-3928,900,0,2025-01-04T19:45:00+00:00,110,1729,6390,10615,-2385,1370,France,-1047,38,10572,-15034,291,Données temps réel,64619,5899,0
64500,21:00,1,51596,-2346,2025-01-04,0,252,361,1,0,64800,965,-4,0,4124,3130,9241,-3687,111,0,-4157,899,0,2025-01-04T20:00:00+00:00,110,1709,6354,10448,-2385,1344,France,-2544,38,10585,-15539,287,Données temps réel,63926,5832,0
63750,21:15,0,51614,-2346,2025-01-04,0,252,360,1,0,64000,1119,-14,-3,3153,2884,9282,-3687,110,0,-4157,900,0,2025-01-04T20:15:00+00:00,110,1703,6229,10231,-2385,1365,France,-2544,33,10647,-14969,288,Données temps réel,63368,4855,0
63000,21:30,0,51569,-2346,2025-01-04,0,252,359,1,0,63200,844,-14,-1,2934,2718,9311,-3655,109,0,-4157,899,0,2025-01-04T20:30:00+00:00,110,1706,6206,9769,-2385,1352,France,-2544,32,10663,-15012,288,Données temps réel,62619,4639,0
62750,21:45,0,51452,-2346,2025-01-04,0,252,358,1,0,62900,670,-15,-1,2932,2782,9633,-3655,110,0,-4157,897,0,2025-01-04T20:45:00+00:00,110,1709,6181,9633,-2385,1337,France,-2544,32,10970,-15385,287,Données temps réel,62300,4640,0
62500,22:00,0,51435,-2210,2025-01-04,0,252,357,1,0,62600,1061,-15,-3,2785,2672,9658,-5475,109,0,-4157,898,0,2025-01-04T21:00:00+00:00,110,1708,6136,9869,-1885,1327,France,-187,31,10985,-15885,289,Données temps réel,61882,4491,0
63050,22:15,0,51380,-2210,2025-01-04,0,252,354,1,0,63000,1159,-11,-2,2695,2621,9534,-5476,109,0,-4157,896,0,2025-01-04T21:15:00+00:00,110,1707,5958,9739,-1885,1317,France,-186,31,10851,-14508,290,Données temps réel,62852,4400,0
63600,22:30,0,51381,-2210,2025-01-04,0,252,356,1,0,63400,1170,-9,-3,2738,2575,9616,-4231,110,0,-4157,901,0,2025-01-04T21:30:00+00:00,110,1705,5904,9649,-1877,1308,France,-186,31,10925,-14248,293,Données temps réel,63146,4442,0
64550,22:45,0,51447,-2210,2025-01-04,0,252,354,1,0,64200,901,-10,-48,2693,2686,9535,-4231,110,0,-4157,897,0,2025-01-04T21:45:00+00:00,110,1706,5983,9569,-1877,1308,France,-186,31,10843,-12995,292,Données temps réel,64210,4398,0
65500,23:00,0,51434,-2514,2025-01-04,0,252,357,1,0,65000,486,-10,-51,2413,1870,9495,-3345,110,0,-4157,890,0,2025-01-04T22:00:00+00:00,110,1705,5892,8248,-1615,1332,France,-2,30,10827,-11927,281,Données temps réel,63637,4117,0
65050,23:15,1,51416,-2514,2025-01-04,0,252,357,38,0,64400,726,-1,-52,2247,1684,9405,-3345,111,0,-4157,897,0,2025-01-04T22:15:00+00:00,110,1706,5806,8216,-1615,1362,France,-2,29,10767,-11870,288,Données temps réel,63473,3952,0
64600,23:30,1,51317,-2514,2025-01-04,0,252,359,2,0,63800,513,-5,-52,1988,1747,9450,-3139,111,0,-4157,903,0,2025-01-04T22:30:00+00:00,110,1704,5753,8013,-1615,1387,France,-2,28,10836,-11841,291,Données temps réel,62971,3691,0
63700,23:45,0,51138,-2514,2025-01-04,0,252,476,5,0,63900,1123,-6,-58,2207,1430,9511,-3140,110,0,-4157,1019,0,2025-01-04T22:45:00+00:00,110,1672,5624,8176,-1615,1386,France,-1,30,10897,-11993,291,Données temps réel,63165,3878,0
62800,00:00,0,50939,-2514,2025-01-05,0,252,477,5,0,64000,1594,-5,-58,2150,1817,9609,-7639,108,0,-3681,1017,0,2025-01-04T23:00:00+00:00,110,1659,5611,9023,-2185,1329,France,1949,29,10937,-13484,289,Données temps réel,62286,3808,0
61850,00:15,1,51327,-2514,2025-01-05,0,252,478,3,0,63100,1850,-2,-233,2020,2155,9508,-7638,111,0,-3681,1021,0,2025-01-04T23:15:00+00:00,110,1641,5588,9593,-2185,1297,France,1948,28,10805,-13965,291,Données temps réel,62315,3660,0
60900,00:30,0,50977,-2514,2025-01-05,0,252,477,2,0,62200,1484,-3,-235,1799,1992,9518,-6927,110,0,-3681,1018,0,2025-01-04T23:30:00+00:00,110,1638,5530,9007,-2185,1281,France,1949,27,10800,-14213,290,Données temps réel,60899,3437,0
59950,00:45,0,50858,-2514,2025-01-05,0,252,359,1,0,61050,903,-4,-338,1489,1463,9503,-6927,109,0,-3681,900,0,2025-01-04T23:45:00+00:00,110,1662,5430,7795,-2185,1287,France,1949,25,10790,-13818,289,Données temps réel,59439,3151,0
59000,01:00,0,50973,-2514,2025-01-05,0,252,357,1,0,59900,1163,-2,-345,1012,1554,9437,-7590,110,0,-3681,897,0,2025-01-05T00:00:00+00:00,110,1664,5441,8159,-1985,1283,France,2001,23,10720,-14466,288,Données temps réel,58718,2676,0
58800,01:15,0,51183,-2514,2025-01-05,0,252,358,49,0,60050,1216,-14,-510,936,1442,9474,-7591,110,0,-3681,896,0,2025-01-05T00:15:00+00:00,110,1660,5385,8043,-1985,1315,France,2002,22,10789,-14292,287,Données temps réel,58844,2596,0
58600,01:30,0,50954,-2514,2025-01-05,0,252,358,1,0,60200,726,-15,-510,946,1202,9653,-7590,110,0,-3681,902,0,2025-01-05T00:30:00+00:00,110,1660,5382,7310,-1985,1352,France,2002,23,11005,-14399,292,Données temps réel,57959,2605,0
58250,01:45,0,50226,-2514,2025-01-05,0,252,358,1,0,59900,692,-17,-515,961,1251,9663,-7590,109,0,-3681,899,0,2025-01-05T00:45:00+00:00,110,1660,5423,7366,-1985,1373,France,2002,23,11036,-13962,290,Données temps réel,57761,2620,0
57900,02:00,0,50183,-2514,2025-01-05,0,252,358,1,0,59600,472,-14,-512,951,981,9853,-7188,109,0,-3681,901,0,2025-01-05T01:00:00+00:00,110,1659,5468,6922,-2322,1400,France,1617,23,11253,-14415,291,Données temps réel,57036,2609,0
57050,02:15,0,50302,-2514,2025-01-05,0,252,361,17,0,58700,1266,-1,-992,842,973,10055,-7188,110,0,-3681,901,0,2025-01-05T01:15:00+00:00,110,1658,5351,7590,-2322,1400,France,1617,22,11454,-14791,289,Données temps réel,57087,2499,0
56200,02:30,0,49691,-2514,2025-01-05,0,252,359,1,0,57800,1022,-44,-988,394,822,10381,-7237,109,0,-3681,897,0,2025-01-05T01:30:00+00:00,110,1659,5313,7157,-2385,1400,France,1617,20,11782,-14864,286,Données temps réel,55791,2052,0
55300,02:45,1,49525,-2514,2025-01-05,0,252,356,17,0,56850,430,-2,-1165,194,555,10815,-7237,111,0,-3681,905,0,2025-01-05T01:45:00+00:00,110,1661,5339,6324,-2385,1403,France,1617,19,12218,-14847,298,Données temps réel,54937,1854,0
54400,03:00,1,49122,-2514,2025-01-05,0,252,360,16,0,55900,529,-3,-1163,144,484,11163,-8033,111,0,-3681,899,0,2025-01-05T02:00:00+00:00,110,1658,5292,6305,-2385,1404,France,910,18,12567,-15599,287,Données temps réel,54055,1801,0
53700,03:15,1,49175,-2514,2025-01-05,0,252,358,36,0,55300,383,-1,-1535,156,501,11532,-8033,111,0,-3681,898,0,2025-01-05T02:15:00+00:00,110,1656,5161,6046,-2385,1404,France,910,18,12935,-16084,289,Données temps réel,53392,1811,0
53000,03:30,0,48886,-2514,2025-01-05,0,252,357,1,0,54700,261,-24,-1960,173,371,11897,-8061,110,0,-3681,900,0,2025-01-05T02:30:00+00:00,110,1657,5163,5795,-2385,1405,France,910,18,13302,-16134,291,Données temps réel,52702,1829,0
52550,03:45,1,48004,-2514,2025-01-05,0,252,358,1,0,54100,361,-24,-2036,173,321,12296,-8061,111,0,-3681,903,0,2025-01-05T02:45:00+00:00,110,1657,5151,5833,-2385,1403,France,910,19,13698,-16112,293,Données temps réel,52204,1829,0
52100,04:00,1,47338,-2514,2025-01-05,0,252,358,1,0,53500,388,-24,-2053,179,323,12559,-7645,111,0,-3681,908,0,2025-01-05T03:00:00+00:00,110,1657,5161,5873,-2385,1405,France,327,19,13964,-16220,298,Données temps réel,51731,1835,0
51650,04:15,1,46930,-2514,2025-01-05,0,252,358,46,0,53150,73,-1,-2344,186,251,12734,-7645,111,0,-3681,906,0,2025-01-05T03:15:00+00:00,110,1656,5090,5415,-2385,1403,France,327,19,14137,-15689,296,Données temps réel,51351,1841,0
51200,04:30,1,47058,-2514,2025-01-05,0,252,358,9,0,52800,77,0,-2365,169,253,12973,-7645,111,0,-3681,904,0,2025-01-05T03:30:00+00:00,110,1650,5119,5448,-2385,1403,France,327,19,14375,-16466,295,Données temps réel,50889,1819,0
50900,04:45,0,46978,-2514,2025-01-05,0,252,356,45,0,52550,81,-1,-3359,169,302,13196,-7645,110,0,-3681,911,0,2025-01-05T03:45:00+00:00,110,1650,5117,5501,-2385,1405,France,327,19,14601,-16107,303,Données temps réel,50495,1817,0
50600,05:00,0,46794,-2514,2025-01-05,0,252,358,48,0,52300,71,-1,-3355,166,313,13284,-7527,110,0,-3681,912,0,2025-01-05T04:00:00+00:00,110,1649,5129,5514,-2385,1406,France,596,19,14691,-15937,302,Données temps réel,50588,1814,0
50750,05:15,1,47070,-2514,2025-01-05,0,252,360,1,0,52550,73,-43,-3335,169,313,13471,-7527,111,0,-3681,903,0,2025-01-05T04:15:00+00:00,110,1649,5131,5517,-2385,1406,France,596,19,14876,-16088,291,Données temps réel,50826,1817,0
50900,05:30,0,46642,-2514,2025-01-05,0,252,359,1,0,52800,70,-44,-3338,170,309,13661,-7527,110,0,-3681,902,0,2025-01-05T04:30:00+00:00,110,1649,5093,5472,-2385,1399,France,596,19,15060,-16037,292,Données temps réel,50584,1817,0
50950,05:45,0,46405,-2514,2025-01-05,0,252,358,1,0,52850,62,-44,-3395,176,312,13877,-7527,110,0,-3681,905,0,2025-01-05T04:45:00+00:00,110,1649,5089,5463,-2385,1409,France,596,19,15286,-15914,296,Données temps réel,50641,1824,0
51000,06:00,0,46388,-2514,2025-01-05,0,252,356,1,0,52900,61,-44,-3386,179,368,13958,-7257,110,0,-3681,912,0,2025-01-05T05:00:00+00:00,110,1651,5071,5500,-2385,1407,France,-100,19,15365,-16161,304,Données temps réel,50510,1829,0
51050,06:15,1,46970,-2514,2025-01-05,0,252,357,1,0,53200,62,-20,-3382,185,314,14195,-7257,111,0,-3681,912,0,2025-01-05T05:15:00+00:00,110,1644,5111,5488,-2385,1411,France,-100,19,15606,-16598,303,Données temps réel,50915,1828,0
51100,06:30,0,46547,-2514,2025-01-05,0,252,357,1,0,53500,63,-20,-3385,192,307,14360,-7257,110,0,-3681,898,0,2025-01-05T05:30:00+00:00,110,1642,5101,5471,-2385,1410,France,-100,19,15769,-16292,290,Données temps réel,50932,1833,0
51350,06:45,1,46168,-2514,2025-01-05,0,252,356,1,0,53800,62,-20,-3108,193,307,14642,-7257,111,0,-3681,902,0,2025-01-05T05:45:00+00:00,110,1645,5071,5440,-2385,1409,France,-100,19,16051,-16434,294,Données temps réel,50946,1836,0
51600,07:00,0,45850,-2514,2025-01-05,0,252,359,1,0,54100,61,-20,-3108,178,370,14884,-7377,110,0,-3681,909,0,2025-01-05T06:00:00+00:00,110,1643,5045,5477,-2383,1409,France,-247,19,16293,-16103,298,Données temps réel,51227,1821,0
51700,07:15,0,45918,-2514,2025-01-05,0,252,357,14,0,54350,64,-2,-2708,191,371,15412,-7377,110,0,-3681,909,0,2025-01-05T06:15:00+00:00,110,1646,5095,5530,-2383,1411,France,-247,19,16822,-17201,300,Données temps réel,51228,1837,0
51800,07:30,1,45743,-2514,2025-01-05,0,252,356,1,0,54600,64,-38,-2707,195,373,15751,-7377,111,0,-3681,911,0,2025-01-05T06:30:00+00:00,110,1646,5115,5552,-2383,1409,France,-247,19,17160,-17071,303,Données temps réel,51500,1839,0
52100,07:45,1,45501,-2514,2025-01-05,0,252,356,13,0,55050,63,-2,-2705,195,370,15919,-7377,111,0,-3681,912,0,2025-01-05T06:45:00+00:00,110,1644,5136,5569,-2383,1410,France,-247,19,17329,-16729,304,Données temps réel,51834,1838,0
52400,08:00,0,45508,-2514,2025-01-05,0,252,356,13,0,55500,62,-2,-2708,193,428,16030,-7405,110,303,-3966,912,0,2025-01-05T07:00:00+00:00,110,1645,5125,5615,-2385,1406,France,-97,18,17436,-16571,304,Données temps réel,52448,1837,0
52700,08:15,1,45925,-2514,2025-01-05,0,252,359,20,0,55650,110,-1,-2528,186,429,15997,-7405,111,337,-3966,914,0,2025-01-05T07:15:00+00:00,110,1645,5246,5786,-2385,1409,France,-97,18,17406,-17175,303,Données temps réel,52624,1830,0
53000,08:30,1,45692,-2514,2025-01-05,0,252,367,20,0,55800,109,-3,-2525,192,465,16097,-7405,111,377,-3966,920,0,2025-01-05T07:30:00+00:00,110,1645,5273,5847,-2385,1409,France,-97,18,17506,-16707,302,Données temps réel,53070,1836,0
53400,08:45,1,45443,-2514,2025-01-05,0,252,378,21,0,56200,170,-3,-2354,186,506,16121,-7405,111,411,-3966,932,0,2025-01-05T07:45:00+00:00,110,1644,5297,5973,-2385,1410,France,-97,18,17530,-16604,302,Données temps réel,53286,1828,0
53800,09:00,1,45313,-2514,2025-01-05,0,252,388,21,0,56600,214,-2,-2359,177,509,16189,-7252,111,455,-3966,942,0,2025-01-05T08:00:00+00:00,110,1643,5311,6034,-2381,1409,France,1,18,17598,-16177,302,Données temps réel,53754,1819,0
54450,09:15,1,45667,-2514,2025-01-05,0,252,387,47,0,57200,393,0,-2358,171,625,16364,-7252,111,654,-3966,938,0,2025-01-05T08:15:00+00:00,110,1644,5408,6426,-2381,1407,France,1,18,17771,-16447,299,Données temps réel,54619,1814,0
55100,09:30,0,45560,-2514,2025-01-05,0,252,398,46,0,57800,388,-1,-2363,186,630,16387,-7252,110,881,-3966,949,0,2025-01-05T08:30:00+00:00,110,1644,5390,6408,-2383,1410,France,1,18,17796,-15967,299,Données temps réel,55245,1829,0
55800,09:45,1,45811,-2514,2025-01-05,0,252,408,28,0,58150,561,-1,-2358,176,686,16442,-7252,111,1172,-3966,960,0,2025-01-05T08:45:00+00:00,110,1643,5389,6635,-2383,1411,France,1,18,17853,-16353,300,Données temps réel,55673,1818,0
56500,10:00,0,45618,-2514,2025-01-05,0,252,418,42,0,58500,619,-1,-2366,180,796,16515,-7038,109,1445,-3966,974,0,2025-01-05T09:00:00+00:00,110,1643,5407,6822,-2385,1410,France,289,18,17924,-16025,304,Données temps réel,56364,1822,0
56900,10:15,1,45654,-2514,2025-01-05,0,252,418,9,0,59000,790,-3,-2360,182,877,16469,-7038,111,1809,-3966,970,0,2025-01-05T09:15:00+00:00,110,1639,5501,7168,-2385,1409,France,289,18,17878,-16155,300,Données temps réel,56899,1820,0
57300,10:30,0,45830,-2514,2025-01-05,0,252,417,2,0,59500,574,-11,-2359,193,782,16340,-7038,110,2136,-3966,968,0,2025-01-05T09:30:00+00:00,110,1641,5501,6857,-2385,1408,France,289,18,17747,-15769,300,Données temps réel,57342,1833,0
57600,10:45,0,45993,-2514,2025-01-05,0,252,417,2,0,59750,564,-12,-2387,187,783,16384,-7038,110,2496,-3966,969,0,2025-01-05T09:45:00+00:00,110,1639,5463,6810,-2385,1408,France,289,18,17792,-15677,300,Données temps réel,57917,1825,0
57900,11:00,0,46257,-2514,2025-01-05,0,252,420,2,0,60000,569,-12,-2397,184,716,16476,-7918,110,2809,-3966,970,0,2025-01-05T10:00:00+00:00,110,1641,5470,6754,-2385,1412,France,423,18,17888,-16188,299,Données temps réel,58015,1824,0
58300,11:15,0,46808,-2514,2025-01-05,0,252,420,1,0,60250,472,-61,-2197,181,751,16588,-7918,109,2951,-3966,968,0,2025-01-05T10:15:00+00:00,110,1634,5469,6692,-2385,1405,France,423,17,17993,-16617,296,Données temps réel,58459,1814,0
58700,11:30,0,46710,-2514,2025-01-05,0,252,419,1,0,60500,470,-62,-2207,176,714,16727,-7918,109,3270,-3966,966,0,2025-01-05T10:30:00+00:00,110,1633,5476,6660,-2385,1404,France,423,17,18131,-16621,295,Données temps réel,58763,1808,0
